"GEOID","STATE","COUNTY","TOTAL_POPULATION","DISADVANTAGED_POPULATION","PCT_DISADVANTAGED"
NA,Guam,NA,NA,NA,NA
19099,Iowa,Jasper County,36971,6549,0.177138838549133
19111,Iowa,Lee County,34227,6248,0.182545943261168
19061,Iowa,Dubuque County,96982,10943,0.112835371512239
19171,Iowa,Tama County,17032,3691.8,0.216756693283232
19023,Iowa,Butler County,14628,1895,0.129546076018594
19073,Iowa,Greene County,8950,4351,0.486145251396648
19137,Iowa,Montgomery County,10053,5404,0.537550979807023
19065,Iowa,Fayette County,19803,6246,0.315406756552038
19049,Iowa,Dallas County,87099,7646,0.0877851640087716
19109,Iowa,Kossuth County,14978,4433,0.295967418881026
19007,Iowa,Appanoose County,12452,8132,0.653067780276261
19063,Iowa,Emmet County,9438,1843,0.19527442254715
19001,Iowa,Adair County,7085,1571,0.221736062103035
19115,Iowa,Louisa County,11178,3975,0.355609232420827
19113,Iowa,Linn County,223861,25579,0.114262868476421
19101,Iowa,Jefferson County,18148,5818,0.320586290500331
19173,Iowa,Taylor County,6167,2426,0.393384141397762
19097,Iowa,Jackson County,19401,2264,0.116695015720839
19153,Iowa,Polk County,479612,73758,0.153786811005563
19177,Iowa,Van Buren County,7150,3942,0.551328671328671
19167,Iowa,Sioux County,34827,4193,0.120395095759038
19039,Iowa,Clarke County,9360,5139,0.549038461538462
19053,Iowa,Decatur County,7979,2016,0.252663241007645
19057,Iowa,Des Moines County,39386,15021,0.381379170263545
19003,Iowa,Adams County,3670,1651,0.449863760217984
19041,Iowa,Clay County,16211,4784,0.295108259823577
19163,Iowa,Scott County,172446,31296,0.181482898994468
19145,Iowa,Page County,15268,2211,0.144812680115274
19127,Iowa,Marshall County,39964,12276,0.307176458812932
19139,Iowa,Muscatine County,42889,9530,0.222201496887314
19005,Iowa,Allamakee County,13813,5588,0.404546441757764
19069,Iowa,Franklin County,10162,4457,0.438594764810077
19197,Iowa,Wright County,12739,6743,0.529319412826753
19009,Iowa,Audubon County,5571,3715,0.666846167653922
19187,Iowa,Webster County,36545,11167,0.305568477219866
19193,Iowa,Woodbury County,102586,19945,0.194422240851578
19133,Iowa,Monona County,8730,2855.28,0.32706529209622
19105,Iowa,Jones County,20559,4913,0.238970767060655
19151,Iowa,Pocahontas County,6797,1797,0.264381344710902
19123,Iowa,Mahaska County,22164,5839,0.263445226493413
19021,Iowa,Buena Vista County,20058,11439,0.570296141190547
19033,Iowa,Cerro Gordo County,42834,8450,0.19727319419153
19019,Iowa,Buchanan County,21118,2629,0.124490955582915
19047,Iowa,Crawford County,17034,11101,0.651696606786427
19071,Iowa,Fremont County,6946,2256,0.324791246760726
19085,Iowa,Harrison County,14089,3137,0.222655972744694
19107,Iowa,Keokuk County,10188,2536,0.248920298390263
19135,Iowa,Monroe County,7807,2621,0.335724349942359
19149,Iowa,Plymouth County,25068,3675,0.146601244614648
19013,Iowa,Black Hawk County,132393,29607,0.223629648093177
19081,Iowa,Hancock County,10802,2411,0.223199407517126
19027,Iowa,Carroll County,20281,3986,0.196538632217346
19091,Iowa,Humboldt County,9554,2885,0.301967762193846
19179,Iowa,Wapello County,35141,17693,0.503485956574941
19155,Iowa,Pottawattamie County,93393,24125,0.258317004486418
19043,Iowa,Clayton County,17625,5645,0.320283687943262
19029,Iowa,Cass County,13091,6966,0.532121304713162
19067,Iowa,Floyd County,15786,7609,0.48200937539592
19131,Iowa,Mitchell County,10608,3352,0.315987933634992
19045,Iowa,Clinton County,46909,9667,0.206079856743908
19183,Iowa,Washington County,22100,7690,0.347963800904977
19117,Iowa,Lucas County,8583,4251,0.495281370150297
19103,Iowa,Johnson County,148577,13319,0.08964375374385
19125,Iowa,Marion County,33172,2338,0.0704811286627276
39005,Ohio,Ashland County,53536,20813,0.388766437537358
39151,Ohio,Stark County,372404,84957,0.228131276785427
39167,Ohio,Washington County,60426,15964,0.264190911197167
39149,Ohio,Shelby County,48749,8887,0.182301175408726
39175,Ohio,Wyandot County,22000,3408,0.154909090909091
39061,Ohio,Hamilton County,813589,222995,0.274088022330685
39141,Ohio,Ross County,76948,25379,0.329820138275199
39081,Ohio,Jefferson County,66371,29450,0.443717888836992
39039,Ohio,Defiance County,38160,7048,0.184696016771488
39077,Ohio,Huron County,58339,17016,0.291674523046333
39045,Ohio,Fairfield County,154457,37409,0.242196857377782
39109,Ohio,Miami County,105371,25873,0.245541942280134
39033,Ohio,Crawford County,41821,18626,0.445374333468831
39069,Ohio,Henry County,27208,6974,0.25632167009703
39043,Ohio,Erie County,74780,17315,0.231545867879112
39131,Ohio,Pike County,28000,24291,0.867535714285714
39087,Ohio,Lawrence County,60184,40912,0.67978200186096
39165,Ohio,Warren County,229132,5952,0.0259762931410715
39015,Ohio,Brown County,43572,15603,0.358096942990912
39145,Ohio,Scioto County,76040,57224,0.752551288795371
39037,Ohio,Darke County,51513,17495,0.339623007784443
39019,Ohio,Carroll County,27332,3552,0.129957558905312
39101,Ohio,Marion County,65299,29595,0.453222867118945
39097,Ohio,Madison County,44135,5620,0.127336580944828
39091,Ohio,Logan County,45316,9669,0.213368346720805
39065,Ohio,Hardin County,31425,8817,0.280572792362768
39021,Ohio,Champaign County,38845,3579,0.0921354099626722
39071,Ohio,Highland County,43016,26587,0.618072345173889
39119,Ohio,Muskingum County,86131,28479,0.330647502060814
39135,Ohio,Preble County,41093,2485,0.0604725865719222
39007,Ohio,Ashtabula County,97830,58968,0.602759889604416
39111,Ohio,Monroe County,13942,7267,0.521230813369674
39133,Ohio,Portage County,162511,14820,0.0911938268794112
39173,Ohio,Wood County,130150,8192,0.0629427583557434
39049,Ohio,Franklin County,1290360,372886,0.288978269630181
39121,Ohio,Noble County,14416,10596,0.735016648168701
39107,Ohio,Mercer County,40884,5072,0.124058311319832
39127,Ohio,Perry County,36022,17187,0.477125090222642
39157,Ohio,Tuscarawas County,92335,36108,0.391054313099042
39085,Ohio,Lake County,229954,8263,0.035933273611244
39029,Ohio,Columbiana County,103190,41703,0.40413799786801
39055,Ohio,Geauga County,93843,5947,0.0633718018392421
39025,Ohio,Clermont County,204275,13337,0.0652894382572513
39057,Ohio,Greene County,166502,23289,0.139872193727403
39063,Ohio,Hancock County,75837,3853,0.0508063346387647
39117,Ohio,Morrow County,35043,5605,0.159946351625146
39155,Ohio,Trumbull County,200367,74706,0.372845827905793
39009,Ohio,Athens County,65917,25806,0.391492331265076
39093,Ohio,Lorain County,307670,75807,0.246390613319466
39143,Ohio,Sandusky County,59029,10195,0.172711717969134
39169,Ohio,Wayne County,116099,26381,0.227228486033471
39079,Ohio,Jackson County,32450,22231,0.685084745762712
39161,Ohio,Van Wert County,28261,10491,0.371218286684831
39031,Ohio,Coshocton County,36585,13634,0.3726663933306
39129,Ohio,Pickaway County,57762,12278,0.21256189190125
39035,Ohio,Cuyahoga County,1247451,487225,0.390576463524419
39013,Ohio,Belmont County,68024,23248,0.34176173115371
39095,Ohio,Lucas County,431102,175359,0.406769163678201
39083,Ohio,Knox County,61481,16348,0.265903287194418
39153,Ohio,Summit County,541334,164628,0.304115389020457
39099,Ohio,Mahoning County,229961,90919,0.395367040498171
39023,Ohio,Clark County,134726,51375,0.381329513234268
39067,Ohio,Harrison County,15211,10015,0.658405101571231
39125,Ohio,Paulding County,18809,3941,0.209527353926312
39089,Ohio,Licking County,173750,20967,0.120673381294964
39059,Ohio,Guernsey County,39111,22464,0.574365268083148
39027,Ohio,Clinton County,41957,11449,0.272874609719475
39113,Ohio,Montgomery County,531670,198050,0.372505501532906
39003,Ohio,Allen County,103175,31793,0.308146353283257
39137,Ohio,Putnam County,33911,4614,0.136062044764236
39147,Ohio,Seneca County,55351,14995,0.270907481346317
39075,Ohio,Holmes County,43901,13551,0.308671784241817
39139,Ohio,Richland County,121100,48105,0.397233691164327
39047,Ohio,Fayette County,28620,12502,0.436827393431167
39073,Ohio,Hocking County,28390,7323,0.257942937654104
39017,Ohio,Butler County,380019,97761,0.257252926827343
39171,Ohio,Williams County,36816,4370,0.118698392003477
39053,Ohio,Gallia County,30088,19548,0.64969423025791
49011,Utah,Davis County,345767,12117,0.0350438300936758
49037,Utah,San Juan County,15302,6434,0.420467912691151
49035,Utah,Salt Lake County,1133646,173797.95,0.153308837150222
49021,Utah,Iron County,51213,6545,0.127799582137348
49007,Utah,Carbon County,20308,4350.4,0.214220996651566
49049,Utah,Utah County,605490,36874,0.0608994368197658
49047,Utah,Uintah County,36084,27325.75,0.757281620662898
49039,Utah,Sanpete County,29850,8248,0.276314907872697
49017,Utah,Garfield County,4998,2384,0.476990796318527
49003,Utah,Box Elder County,53946,2773,0.0514032551069588
49045,Utah,Tooele County,67397,6880,0.102081695030936
49053,Utah,Washington County,165811,36061.82,0.217487500829257
49057,Utah,Weber County,251498,59563,0.236832897279501
49005,Utah,Cache County,124165,6266,0.0504651069141868
49023,Utah,Juab County,11301,5141,0.454915494204053
49051,Utah,Wasatch County,31708,7191.12,0.226791976788192
16003,Idaho,Adams County,4097,2460,0.600439345862826
16027,Idaho,Canyon County,217633,141518,0.650259841108655
16013,Idaho,Blaine County,22373,10020,0.447861261341796
16045,Idaho,Gem County,17331,12486,0.720443136576078
16001,Idaho,Ada County,456849,31825,0.0696619670832157
16029,Idaho,Caribou County,6953,394.74,0.0567726161369193
16057,Idaho,Latah County,39505,3986,0.100898620427794
16075,Idaho,Payette County,23260,9921,0.42652622527945
16055,Idaho,Kootenai County,157322,36078,0.229325841268227
16073,Idaho,Owyhee County,11552,7022,0.607860110803324
16053,Idaho,Jerome County,23730,13679,0.576443320691108
16043,Idaho,Fremont County,13020,3486,0.267741935483871
16065,Idaho,Madison County,39100,3208,0.0820460358056266
16011,Idaho,Bingham County,45839,15713,0.342786710006763
16059,Idaho,Lemhi County,7847,5350,0.681789218809736
16035,Idaho,Clearwater County,8673,5742,0.662054652369422
16019,Idaho,Bonneville County,114392,14540,0.127106790684663
16017,Idaho,Bonner County,43611,23629,0.541812845383046
16047,Idaho,Gooding County,15148,7468,0.49300237655136
16083,Idaho,Twin Falls County,84869,12287,0.144776066643886
16085,Idaho,Valley County,10709,5826,0.544028387337753
16077,Idaho,Power County,7671,2379,0.310129057489245
16005,Idaho,Bannock County,85765,31804,0.370827260537515
16041,Idaho,Franklin County,13464,6636,0.492869875222816
16069,Idaho,Nez Perce County,40217,9268,0.230449809781933
16067,Idaho,Minidoka County,20705,8852,0.427529582226515
16031,Idaho,Cassia County,23690,18472,0.779738286196707
16051,Idaho,Jefferson County,28534,3645,0.127742342468634
16007,Idaho,Bear Lake County,6000,3434,0.572333333333333
23007,Maine,Franklin County,29982,7446,0.248349009405643
23021,Maine,Piscataquis County,16836,16320,0.969351389878831
23011,Maine,Kennebec County,121753,30595,0.251287442609217
23031,Maine,York County,204316,25498,0.124796883259265
23023,Maine,Sagadahoc County,35452,3229,0.0910808981157622
23025,Maine,Somerset County,50520,48815,0.966250989707047
23003,Maine,Aroostook County,67809,55615,0.820171363683287
23001,Maine,Androscoggin County,107602,24400,0.226761584357168
23017,Maine,Oxford County,57550,31460,0.546655082536924
23009,Maine,Hancock County,54601,12914,0.236515814728668
23015,Maine,Lincoln County,34201,5558,0.162509868132511
23013,Maine,Knox County,39759,2619,0.0658718780653437
23027,Maine,Waldo County,39539,10897,0.275601305040593
23005,Maine,Cumberland County,292307,21931,0.0750272829593544
23019,Maine,Penobscot County,151774,52741,0.347496936234138
48239,Texas,Jackson County,14816,4127,0.278550215982721
48381,Texas,Randall County,134026,8932,0.0666437855341501
48429,Texas,Stephens County,9364,5998,0.640538231524989
48357,Texas,Ochiltree County,10131,8868,0.875333135919455
48437,Texas,Swisher County,7432,5472,0.736275565123789
48193,Texas,Hamilton County,8332,6087,0.730556889102256
48333,Texas,Mills County,4889,3085,0.631008386173042
48251,Texas,Johnson County,167212,56211,0.336166064636509
48083,Texas,Coleman County,8334,7051,0.846052315814735
48277,Texas,Lamar County,49611,28274,0.569913930378343
48365,Texas,Panola County,23327,4414,0.18922278904274
48295,Texas,Lipscomb County,3398,1327,0.390523837551501
48001,Texas,Anderson County,57810,36179,0.625825981664072
48133,Texas,Eastland County,18273,13100,0.716904722815082
48007,Texas,Aransas County,24462,23377,0.955645490965579
48367,Texas,Parker County,133811,13339,0.0996853771364088
48325,Texas,Medina County,50057,1560,0.0311644725013485
48343,Texas,Morris County,12373,7290,0.589186131091894
48309,Texas,McLennan County,251089,94786,0.377499611691472
48009,Texas,Archer County,8716,3454,0.396282698485544
48471,Texas,Walker County,72321,26610,0.367942921143236
48139,Texas,Ellis County,173772,30649,0.176374789954653
48069,Texas,Castro County,7673,6311,0.822494461097354
48015,Texas,Austin County,29764,8208,0.275769385835237
48379,Texas,Rains County,11766,5378,0.457079721230665
48059,Texas,Callahan County,13856,9631,0.695077944572748
48291,Texas,Liberty County,83702,43921,0.524730591861604
48021,Texas,Bastrop County,84522,24977,0.295508861598164
48287,Texas,Lee County,17058,6140,0.359948411302615
48027,Texas,Bell County,348574,77745,0.223037289069179
48241,Texas,Jasper County,35506,27384,0.771249929589365
48341,Texas,Moore County,21399,13599,0.63549698584046
48129,Texas,Donley County,3342,1491,0.446140035906643
48371,Texas,Pecos County,15815,9467,0.598608915586469
48151,Texas,Fisher County,3856,1918,0.497406639004149
48337,Texas,Montague County,19489,10450,0.536199907640207
48353,Texas,Nolan County,14904,6075,0.407608695652174
48321,Texas,Matagorda County,36774,32222,0.876216892369609
48231,Texas,Hunt County,94162,36053,0.382882691531616
48299,Texas,Llano County,21047,12309,0.584833943079774
48363,Texas,Palo Pinto County,28540,19066,0.668044849334268
48213,Texas,Henderson County,81070,54405,0.671086715184409
48479,Texas,Webb County,273526,225590,0.824747921586979
48199,Texas,Hardin County,56765,5385,0.0948647934466661
48453,Texas,Travis County,1226805,260082,0.211999462017191
48409,Texas,San Patricio County,67008,42435,0.633282593123209
48313,Texas,Madison County,14197,11168,0.786645065858984
48057,Texas,Calhoun County,21668,14560,0.671958648698542
48223,Texas,Hopkins County,36486,23372,0.640574466918818
48375,Texas,Potter County,119674,90562,0.756739141333957
48469,Texas,Victoria County,92109,36544,0.396747331965389
48457,Texas,Tyler County,21518,7013,0.325913188958082
48217,Texas,Hill County,35689,15700,0.439911457311777
48237,Texas,Jack County,8852,5782,0.653185720741076
48089,Texas,Colorado County,21224,6631,0.312429325292122
48121,Texas,Denton County,833822,63390,0.0760234198665902
48157,Texas,Fort Bend County,765394,120491,0.157423496917927
48477,Texas,Washington County,35163,3812,0.10840940761596
48091,Texas,Comal County,141642,13630,0.096228519789328
48159,Texas,Franklin County,10716,2672,0.249346771183277
48161,Texas,Freestone County,19714,12707,0.644567312569747
48187,Texas,Guadalupe County,158966,29614,0.186291408225658
48265,Texas,Kerr County,51843,23895,0.460910826919738
48423,Texas,Smith County,227449,64517,0.283654797339184
48099,Texas,Coryell County,75280,13254,0.176062699256111
48209,Texas,Hays County,213366,32386,0.151786132748423
48171,Texas,Gillespie County,26459,10687,0.403907933028459
48135,Texas,Ector County,160579,72381,0.450750098082564
48149,Texas,Fayette County,25141,5347,0.212680482081063
48179,Texas,Gray County,22410,13159,0.587193217313699
48465,Texas,Val Verde County,48969,35107,0.716922951254875
48147,Texas,Fannin County,34537,10267.23,0.297282045342676
48373,Texas,Polk County,48913,40872,0.83560607609429
48347,Texas,Nacogdoches County,65339,37530,0.574388956059934
48049,Texas,Brown County,37855,17688,0.467256637168142
48467,Texas,Van Zandt County,55103,23791,0.43175507685607
48475,Texas,Ward County,11658,7295,0.625750557557042
48355,Texas,Nueces County,361540,164990,0.456353377219671
48257,Texas,Kaufman County,123804,46466,0.375319052696197
48029,Texas,Bexar County,1952843,818637,0.419202670158328
48113,Texas,Dallas County,2606868,1364298,0.523347557298643
48411,Texas,San Saba County,5991,2611,0.43582039726256
48281,Texas,Lampasas County,20862,4260,0.204199022145528
48077,Texas,Clay County,10403,45.11,0.00433624915889647
48117,Texas,Deaf Smith County,18736,7854,0.419192997438087
48255,Texas,Karnes County,15545,12697,0.816789964618848
48481,Texas,Wharton County,41577,16264,0.391177814657142
48141,Texas,El Paso County,836062,538020,0.643516868366222
48019,Texas,Bandera County,22215,4393,0.197749268512266
48233,Texas,Hutchinson County,21344,4810,0.225356071964018
48075,Texas,Childress County,7253,4937,0.68068385495657
48503,Texas,Young County,18036,2213,0.122699046351741
48123,Texas,DeWitt County,20340,12265,0.602999016715831
48039,Texas,Brazoria County,360677,33435,0.0927006712377002
48177,Texas,Gonzales County,20731,12801,0.617481067001109
48013,Texas,Atascosa County,49528,40424,0.8161847843644
48289,Texas,Leon County,17225,11690,0.67866473149492
48395,Texas,Robertson County,16990,8825,0.51942319011183
48441,Texas,Taylor County,136870,37952,0.277285014977716
48483,Texas,Wheeler County,5338,2546,0.47695766204571
48399,Texas,Runnels County,10277,7072,0.688138561837112
48185,Texas,Grimes County,27984,22987,0.821433676386507
48361,Texas,Orange County,84069,22661,0.269552391487944
48331,Texas,Milam County,24770,14940,0.603148970528866
48329,Texas,Midland County,168167,16575,0.0985627382304495
48339,Texas,Montgomery County,571949,127506,0.222932464258177
48451,Texas,Tom Green County,117986,15100,0.127981285915278
48305,Texas,Lynn County,5830,3796,0.651114922813036
48183,Texas,Gregg County,123443,66484,0.53858055944849
48227,Texas,Howard County,36349,15518,0.426916834025695
48115,Texas,Dawson County,12813,11429,0.891984703035979
48401,Texas,Rusk County,53755,19605,0.364710259510743
48293,Texas,Limestone County,23417,17864,0.762864585557501
48487,Texas,Wilbarger County,12833,5144,0.400841580300787
48221,Texas,Hood County,58318,13756,0.235879145375356
48485,Texas,Wichita County,131596,56694.8,0.430824645125992
48415,Texas,Scurry County,17096,9914,0.579901731399158
48459,Texas,Upshur County,41018,27105,0.660807450387635
48307,Texas,McCulloch County,8057,6496,0.806255430060817
48495,Texas,Winkler County,7867,6595,0.838311935934918
48003,Texas,Andrews County,18036,4889,0.271068973164782
48425,Texas,Somervell County,8860,1585,0.178893905191874
48043,Texas,Brewster County,9231,1829,0.198136713248835
48035,Texas,Bosque County,18296,10801,0.590347616965457
48071,Texas,Chambers County,41305,3754,0.0908848807650405
48085,Texas,Collin County,973977,65935,0.0676966704552572
48111,Texas,Dallam County,7304,6149,0.841867469879518
48253,Texas,Jones County,19943,7491,0.375620518477661
48041,Texas,Brazos County,222981,54351,0.243747225099896
48493,Texas,Wilson County,49173,8683,0.176580643849267
48473,Texas,Waller County,51832,25577,0.493459638833153
48297,Texas,Live Oak County,12139,9826,0.809457121673943
48153,Texas,Floyd County,5803,3409,0.58745476477684
48063,Texas,Camp County,12878,8619,0.669280944246001
48167,Texas,Galveston County,332885,104415,0.313666881956231
48491,Texas,Williamson County,547604,13872,0.0253321743449646
48005,Texas,Angelina County,87322,42979,0.492189826160647
48093,Texas,Comanche County,13529,6166,0.455761697095129
48273,Texas,Kleberg County,30974,17547,0.566507393297604
48225,Texas,Houston County,22954,13566,0.591008103162847
48181,Texas,Grayson County,131014,34448,0.262933732272887
48389,Texas,Reeves County,15492,7369,0.47566485928221
48319,Texas,Mason County,4186,2353,0.562111801242236
48055,Texas,Caldwell County,42144,39649,0.94079821564161
48203,Texas,Harrison County,66580,34614,0.519885851607089
48145,Texas,Falls County,17272,12134,0.702524316813339
48303,Texas,Lubbock County,304808,89527,0.293716044198315
48053,Texas,Burnet County,46530,6287,0.13511712873415
48245,Texas,Jefferson County,254340,125072,0.491751199182197
48097,Texas,Cooke County,40041,16669,0.416298294248395
48201,Texas,Harris County,4646630,2133517,0.459153623163454
48073,Texas,Cherokee County,52118,28093,0.539026823746115
48285,Texas,Lavaca County,20021,3143,0.156985165576145
48449,Texas,Titus County,32640,15189,0.465349264705882
48143,Texas,Erath County,41841,11573,0.276594727659473
48061,Texas,Cameron County,421666,381352,0.904393524732845
48037,Texas,Bowie County,93373,38913,0.416747882150086
48499,Texas,Wood County,44366,24621,0.554951990262814
48025,Texas,Bee County,32611,30792,0.944221275029898
48219,Texas,Hockley County,23064,10542,0.457075962539022
48497,Texas,Wise County,66290,18514,0.279287977070448
48215,Texas,Hidalgo County,855176,748358,0.875092378644864
48119,Texas,Delta County,5249,2468,0.47018479710421
48439,Texas,Tarrant County,2049770,517707,0.252568336935363
48189,Texas,Hale County,33826,17863,0.528084905102584
02150,Alaska,Kodiak Island Borough,13451,1711,0.12720243848041
02290,Alaska,Yukon-Koyukuk Census Area,5377,4105,0.763436860702994
02170,Alaska,Matanuska-Susitna Borough,105369,7938,0.075335250405717
02020,Alaska,Anchorage Municipality,293531,38114,0.129846592012428
02270,Alaska,Wade Hampton Census Area,NA,NA,NA
02105,Alaska,Hoonah-Angoon Census Area,2139,72,0.0336605890603086
02261,Alaska,Valdez-Cordova Census Area,9243,2080,0.225035161744022
02122,Alaska,Kenai Peninsula Borough,58464,5558,0.0950670498084291
02090,Alaska,Fairbanks North Star Borough,99072,8492,0.0857154392764858
02240,Alaska,Southeast Fairbanks Census Area,6878,2442,0.35504507124164
02185,Alaska,North Slope Borough,9792,6997,0.714562908496732
02198,Alaska,Prince of Wales-Hyder Census Area,6407,6393,0.997814889964102
02180,Alaska,Nome Census Area,9988,5877,0.588406087304766
15009,Hawaii,Maui County,165979,17189,0.103561293898626
15007,Hawaii,Kauai County,71769,770,0.0107288662235784
15001,Hawaii,Hawaii County,199459,61236,0.307010463303235
15003,Hawaii,Honolulu County,984821,130373,0.132382432949744
20173,Kansas,Sedgwick County,513375,147901,0.28809544679815
20015,Kansas,Butler County,66698,5279,0.0791478005337491
20085,Kansas,Jackson County,13266,1277.43,0.0962935323383085
20183,Kansas,Smith County,3627,1647,0.45409429280397
20205,Kansas,Wilson County,8688,7227,0.831837016574586
20147,Kansas,Phillips County,5340,2817,0.52752808988764
20139,Kansas,Osage County,15881,2969,0.186952962659782
20067,Kansas,Grant County,7467,5826,0.78023302531137
20143,Kansas,Ottawa County,5822,3771,0.647715561662659
20099,Kansas,Labette County,20119,12321,0.612406183209901
20155,Kansas,Reno County,62765,24548,0.391109694893651
20035,Kansas,Cowley County,35351,16407,0.464116998104721
20063,Kansas,Gove County,2644,1710,0.646747352496218
20169,Kansas,Saline County,54701,20201,0.369298550300726
20009,Kansas,Barton County,26453,10890,0.411673534192719
20191,Kansas,Sumner County,23114,10790,0.46681664791901
20065,Kansas,Graham County,2519,1719,0.682413656212783
20047,Kansas,Edwards County,2869,1536,0.535378180550715
20029,Kansas,Cloud County,8938,7680,0.85925262922354
20107,Kansas,Linn County,9671,4757,0.491882949022852
20111,Kansas,Lyon County,33251,14583,0.438573275991699
20115,Kansas,Marion County,11964,1553,0.129806084921431
20165,Kansas,Rush County,3022,1141,0.377564526803441
20003,Kansas,Anderson County,7835,5041,0.643395022335673
20001,Kansas,Allen County,12556,4035,0.321360305829882
20161,Kansas,Riley County,75056,18048,0.240460456192709
20073,Kansas,Greenwood County,6081,2351,0.386614043742805
20091,Kansas,Johnson County,591506,12830,0.0216903970542987
20043,Kansas,Doniphan County,7684,3430.69,0.446471889640812
20011,Kansas,Bourbon County,14608,8849,0.605763964950712
20021,Kansas,Cherokee County,20179,14568,0.721938649090639
20175,Kansas,Seward County,22349,15432,0.690500693543335
20059,Kansas,Franklin County,25558,3025,0.118358243994053
20057,Kansas,Ford County,34179,21801,0.637847801281489
20189,Kansas,Stevens County,5603,4339,0.774406567910048
20177,Kansas,Shawnee County,177852,51253,0.288177810764006
20123,Kansas,Mitchell County,6145,1841,0.299593165174939
20077,Kansas,Harper County,5594,3745,0.669467286378262
20103,Kansas,Leavenworth County,80745,6911,0.0855904390364728
20151,Kansas,Pratt County,9452,4059,0.429432924248836
20031,Kansas,Coffey County,8254,2797,0.338866004361522
20061,Kansas,Geary County,34025,12321,0.362116091109478
20163,Kansas,Rooks County,5053,2158,0.427073025925193
20055,Kansas,Finney County,36750,26317,0.716108843537415
20133,Kansas,Neosho County,16108,7485,0.464675937422399
20041,Kansas,Dickinson County,18828,5349,0.284098151688974
20037,Kansas,Crawford County,38968,15105,0.38762574420037
20051,Kansas,Ellis County,28775,6290,0.218592528236316
20167,Kansas,Russell County,6948,4699,0.676309729418538
20125,Kansas,Montgomery County,32521,18583,0.571415393130593
20209,Kansas,Wyandotte County,164861,99665,0.604539581829541
20005,Kansas,Atchison County,16268,3559,0.21877305138923
32031,Nevada,Washoe County,456936,115389.44,0.252528669222823
32019,Nevada,Lyon County,54380,24359,0.447940419271791
32005,Nevada,Douglas County,48132,6002.44,0.124707886645059
32023,Nevada,Nye County,44380,31619,0.712460567823344
32510,Nevada,Carson City,54773,19174.61,0.350074124112245
32033,Nevada,White Pine County,9679,8221.72,0.849438991631367
32001,Nevada,Churchill County,24259,11553.79,0.476268189125685
32013,Nevada,Humboldt County,16828,7669,0.455728547658664
32007,Nevada,Elko County,52297,4541.08,0.0868325142933629
32003,Nevada,Clark County,2182004,802426.3,0.367747401013014
41053,Oregon,Polk County,83037,5529,0.0665847754615412
41067,Oregon,Washington County,589481,38235,0.064862141443066
41013,Oregon,Crook County,23011,15445,0.671200730085611
41059,Oregon,Umatilla County,77129,42585.91,0.552138754554059
41009,Oregon,Columbia County,51375,23242,0.45239902676399
41003,Oregon,Benton County,91107,4570,0.0501607999385338
41011,Oregon,Coos County,63686,39455.85,0.61953726093647
41019,Oregon,Douglas County,109114,65550,0.600747841706839
41057,Oregon,Tillamook County,26389,20244,0.767137822577589
41027,Oregon,Hood River County,23209,5721,0.246499202895429
41001,Oregon,Baker County,16019,10612,0.662463324801798
41063,Oregon,Wallowa County,7004,5076,0.724728726442033
41071,Oregon,Yamhill County,104831,14571,0.138995144566016
41033,Oregon,Josephine County,86251,63122,0.731840790251707
41029,Oregon,Jackson County,216574,80794,0.373054937342433
41005,Oregon,Clackamas County,410463,7098,0.0172926670613429
41039,Oregon,Lane County,373340,127624,0.341843895644721
41035,Oregon,Klamath County,66921,35780,0.534660271065884
41007,Oregon,Clatsop County,39102,9734,0.248938673213646
41043,Oregon,Linn County,125048,53431,0.427283922973578
41017,Oregon,Deschutes County,186251,12792,0.0686815104348433
41047,Oregon,Marion County,339641,117452.89,0.345814816232434
41061,Oregon,Union County,26337,7373,0.279948361620534
41041,Oregon,Lincoln County,48547,22949,0.472717160689641
41015,Oregon,Curry County,22650,12461,0.550154525386313
41065,Oregon,Wasco County,26130,11278.55,0.431632223497895
41031,Oregon,Jefferson County,23607,7051,0.298682594145804
41051,Oregon,Multnomah County,804606,204077,0.253635941069294
01067,Alabama,Henry County,17133,10603,0.61886418023697
01029,Alabama,Cleburne County,14916,6916,0.46366318047734
01079,Alabama,Lawrence County,33058,18545,0.560983725573235
01021,Alabama,Chilton County,44055,32950,0.747928725456815
01111,Alabama,Randolph County,22647,15911,0.70256546120899
01093,Alabama,Marion County,29866,28446,0.952454295854818
01113,Alabama,Russell County,57952,33460,0.577374378796245
01053,Alabama,Escambia County,37057,32354,0.873087405888226
01097,Alabama,Mobile County,414114,205236,0.495602660137064
01083,Alabama,Limestone County,94727,25209,0.266122647186124
01125,Alabama,Tuscaloosa County,207305,49449,0.23853259689829
01121,Alabama,Talladega County,80387,56562,0.703621232288803
01015,Alabama,Calhoun County,114618,70050,0.611160550698843
01031,Alabama,Coffee County,51662,16568,0.320699934187604
01009,Alabama,Blount County,57681,36671,0.635755274700508
01049,Alabama,DeKalb County,71310,57167,0.801668770158463
01077,Alabama,Lauderdale County,92556,24805,0.267999913565841
01115,Alabama,St. Clair County,87989,25365,0.288274670697474
01047,Alabama,Dallas County,39149,28748,0.734322715778181
01069,Alabama,Houston County,104702,65560,0.626158048556857
01051,Alabama,Elmore County,81144,8438,0.103987972000394
01103,Alabama,Morgan County,119213,49064,0.411565852717405
01003,Alabama,Baldwin County,212830,33919,0.159371329229902
