"num_state","num_county","na_count","tot_build","mu_total_site_energy","med_total_site_energy","mu_total_source_energy","med_total_source_energy","mu_eui","med_eui","mu_area_sq_ft","med_area_sq_ft","year_built_na_count","mean_year_built","cat_state","cat_county","total_cooling_system_type_CE","total_cooling_system_type_miss","total_cooling_system_type_NO","total_cooling_system_type_NONE","total_cooling_system_type_OT","total_cooling_system_type_PA","total_cooling_system_type_RF","total_ee_potential_score_EE_HIGH","total_ee_potential_score_EE_LOW","total_ee_potential_score_EE_MED","total_ee_potential_score_miss","total_heating_system_type_CENTRAL","total_heating_system_type_FLOOR_WALL","total_heating_system_type_FORCED_AIR","total_heating_system_type_GRAVITY","total_heating_system_type_miss","total_heating_system_type_NONE","total_heating_system_type_OTHER","total_heating_system_type_YES","total_heating_fuel_type_Gas","total_heating_fuel_type_miss","total_heating_fuel_type_Oil","total_heating_fuel_type_Unknown","total_building_type_miss","total_building_type_MultiFamily","total_building_type_Other","total_building_type_SingleFamily","total_building_type_SmallCommercial","total_cooling_system_type_EC","total_cooling_system_type_WA","total_heating_system_type_ELECTRIC","total_heating_system_type_GAS","total_heating_system_type_HEAT_PUMP","total_heating_system_type_SPACE_SUSPENDED","total_heating_fuel_type_Electricity","total_cooling_system_type_WU","total_heating_system_type_BASEBOARD","total_heating_system_type_CONVECTION","total_heating_system_type_HOT_WATER","total_heating_system_type_PROPANE","total_heating_system_type_RADIANT","total_heating_system_type_SOLAR","total_heating_system_type_WOOD_BURNING","total_heating_fuel_type_Propane","total_heating_fuel_type_Wood","total_heating_system_type_GEOTHERMAL","total_heating_system_type_OIL","total_heating_system_type_STEAM","total_cooling_system_type_GT","total_heating_system_type_VENT","total_cooling_system_type_CW","total_heating_system_type_COAL","total_heating_fuel_type_Coal","total_heating_system_type_ZONE"
PA,Perry,0,23110,1413.27061308659,786.27001953125,3453.0829154652974,1884.0400390625,492.03153462327992,438.454405717626,1571.1741128105916,1461,7693,1985.9589414282939,PA,Perry,0,0,1,16539,0,0,0,1561,7971,5845,0,0,0,1,0,0,16539,0,1,0,0,1,16540,0,578,781,14975,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA,Fayette,0,64070,1204.9470323213716,694.3599853515625,2962.5238291480082,1657.3499755859375,484.6570272392774,423.473471412956,1096.1892467703506,1160,64070,,PA,Fayette,5,0,1,51623,0,0,0,4467,14281,19392,0,18,0,12,0,0,51596,0,0,0,0,14,51614,0,936,4476,45378,841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,3,0
PA,Union,0,19280,1085.2821490748786,649.6500244140625,2542.051834910143,1289.6400146484375,421.52461671707749,329.410615272479,1491.7506098836,1456,19280,,PA,Union,0,0,0,14347,0,0,0,1076,5814,5266,0,0,0,0,0,0,14347,0,0,0,0,0,14347,0,68,1928,12176,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA,McKean,0,27255,1473.8075905492822,752.6500244140625,3378.67692379851,1609.9599609375,550.08270208105159,468.81699251411,1172.0857126830088,1208,27255,,PA,McKean,0,0,0,17827,0,0,0,1995,3684,8668,0,0,0,0,0,0,17827,0,0,0,0,0,17827,0,20,2994,14810,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA,Susquehanna,0,54012,1988.8092841297614,972.47998046875,4623.0709133831151,2398.409912109375,591.835161382729,547.480553940653,0.2282190635451502,0,54012,,PA,Susquehanna,0,0,0,23920,0,0,0,0,0,3,0,0,0,0,0,0,23920,0,0,0,0,0,23920,0,869,3755,19133,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA,Schuylkill,0,94431,1666.887074023663,823.84002685546875,3978.7235632342163,1951.469970703125,495.39679678876774,435.349901418356,0.48510529019003623,0,94431,,PA,Schuylkill,2,0,2,77876,0,0,0,4,3,10,0,0,0,0,0,0,77878,2,0,0,0,0,77880,0,2695,5558,69166,461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA,Juniata,0,13902,1609.0034618731668,857.780029296875,3811.8871205675232,2001.280029296875,505.12096933831072,437.401946647244,1945.2342870824862,1344,13898,1989,PA,Juniata,0,0,0,8353,0,0,0,706,1745,2663,0,0,0,0,0,0,8353,0,0,0,0,0,8353,0,71,470,7753,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA,Warren,0,25348,1552.7200836860668,825.57000732421875,3637.4452790476571,1897.18994140625,559.90804630494551,490.795201942673,530.17646303077049,0,25347,1985,PA,Warren,0,0,1,15566,0,0,0,442,3279,2330,0,0,0,0,0,0,15566,0,1,0,0,0,15567,0,707,1404,13342,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA,Luzerne,0,122190,1224.7122332679164,634.719970703125,2885.6494009103021,1251.1199951171875,453.60652745264088,367.124536486639,1345.7970580001988,1392,122190,,PA,Luzerne,0,0,1,110735,0,0,0,3,3,13,0,0,0,0,0,0,110736,1,0,0,0,1,110737,0,5226,6632,97913,970,0,0,3,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA,Washington,0,82498,1644.9674616123086,921.07000732421875,4103.4158362410817,2317.139892578125,554.81787248387184,538.042853147024,1555.4565157631255,1400,82498,,PA,Washington,0,0,2,69113,0,0,0,5721,26880,31149,0,63796,0,3,0,0,5271,36,2,0,0,9,69107,0,3547,2518,62115,937,0,1,1,0,0,2,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA,Wyoming,0,13081,1804.9557564278075,973.84002685546875,4337.9785108313272,2444.7099609375,572.5721680427572,544.19374667947,0.27226401358893471,0,13081,,PA,Wyoming,0,0,0,8242,0,0,0,0,4,0,0,0,0,0,0,0,8242,0,0,0,0,0,8242,0,51,794,7382,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC,Greenville,0,179552,348.74591159179982,253.17999267578125,806.01234572274939,507.6400146484375,134.62717353803561,126.233544935484,,,179552,,SC,Greenville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC,Union,0,17749,286.15032805017762,235.83000183105469,615.90498425855924,456.72000122070312,152.19739133735973,145.495631597513,,,17749,,SC,Union,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC,York,0,91764,317.67741034616108,243.25,705.08290239517635,476.07000732421875,133.84255436248895,130.73487297747,,,91764,,SC,York,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC,Edgefield,0,13543,295.70095302529961,216.75999450683594,717.05019027049752,468.91000366210938,124.91096099460007,119.20016829917,,,13543,,SC,Edgefield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC,McCormick,0,6390,310.40506196059346,247.21000671386719,745.86102824203658,558.0999755859375,144.61253750436103,138.134626747905,,,6390,,SC,McCormick,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC,Beaufort,0,57469,308.81670745262232,217.94000244140625,804.42423733941519,511.95001220703125,98.241274249956646,95.0087267855471,,,57469,,SC,Beaufort,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC,Laurens,0,39002,304.29700213054224,240.07000732421875,665.71888571385534,465.51998901367188,152.69587824372016,146.585073753876,,,39002,,SC,Laurens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC,Chesterfield,0,27699,307.01156400135665,238.07000732421875,649.19675358703728,442.57000732421875,155.61823343375929,148.734016818213,,,27699,,SC,Chesterfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC,Georgetown,0,32230,308.85021826507057,241.63999938964844,709.54522380361357,500.6400146484375,122.36316530976701,115.737202213759,,,32230,,SC,Georgetown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC,Dillon,0,16843,313.19525537375887,228.22000122070312,705.48489326975778,452.98001098632812,143.1398188682013,135.443166539289,,,16843,,SC,Dillon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC,Spartanburg,0,134396,320.87600005302079,240.53999328613281,719.686144587376,472.79998779296875,135.82273656999703,128.71186860934,,,134396,,SC,Spartanburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC,Hampton,0,11846,284.99659370478395,226.97999572753906,671.00528948946646,494.3599853515625,135.52886103377435,132.188047547271,,,11846,,SC,Hampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC,Marlboro,0,14764,305.66029441527837,225.08999633789062,679.5068505228262,440.23001098632812,142.79978925757194,132.579966125148,,,14764,,SC,Marlboro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC,Dorchester,0,55779,263.75452828363274,215.5,613.11141233352373,450.239990234375,110.95437029322839,108.823595946449,,,55779,,SC,Dorchester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC,Clarendon,0,20926,256.68034124811908,204.25,585.34571537683917,420.70001220703125,119.23167438214149,114.123734456108,,,20926,,SC,Clarendon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC,Jasper,0,11222,299.53006771800131,231.80000305175781,740.53045574039345,518.84002685546875,131.11975618654128,130.879308592117,,,11222,,SC,Jasper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC,Lancaster,0,38407,300.03289398456855,243.55999755859375,638.39695139587093,460.57000732421875,141.7083333095056,139.982367303991,,,38407,,SC,Lancaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC,Saluda,0,14365,325.94588156659296,253.25,706.33959844916524,491.07998657226562,153.79434303446988,147.284355104036,,,14365,,SC,Saluda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC,Orangeburg,0,48675,299.52822223187241,223.46000671386719,684.09878983339365,451.57998657226562,131.00274963410197,125.478772830006,,,48675,,SC,Orangeburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC,Lee,0,11667,283.57416129919437,216.30000305175781,632.4984489121149,427.3699951171875,134.90978565708542,127.891048367606,,,11667,,SC,Lee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC,Barnwell,0,13198,308.22724901941569,225.55999755859375,725.87260330530887,471.80999755859375,136.66839069078156,132.452261594094,,,13198,,SC,Barnwell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC,Berkeley,0,76968,251.11736364873133,187.25999450683594,609.62987856951145,401.3599853515625,100.97256698906446,97.2853730370767,,,76968,,SC,Berkeley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC,Horry,0,131753,310.52576878738,231.89999389648438,709.5039221246426,462.98001098632812,117.43015806859027,111.135474231597,,,131753,,SC,Horry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC,Cherokee,0,30016,315.27890582195243,249.28999328613281,672.7099528034995,469.010009765625,160.393325693022,151.369986271513,,,30016,,SC,Cherokee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC,Anderson,0,94999,290.54773515832733,226.69999694824219,654.04709415821037,455.32000732421875,131.5838280627143,125.715682285951,,,94999,,SC,Anderson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC,Chester,0,19535,303.65992386073196,231.72999572753906,676.74622209957579,454.66000366210938,148.9705305605178,142.453643764806,,,19535,,SC,Chester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC,Charleston,0,132646,270.94627776900194,181.8699951171875,687.28330506812961,411.45001220703125,95.055548006262114,91.1212601847739,,,132646,,SC,Charleston,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC,Lexington,0,123075,302.71526925176289,233.35000610351562,694.57487238559838,483.989990234375,130.68537301837796,125.133534647283,,,123075,,SC,Lexington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC,Richland,0,135095,342.59117958912151,248.69999694824219,811.44978709729685,521.6300048828125,124.77535338719838,120.663908313084,,,135095,,SC,Richland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC,Allendale,0,5513,301.1499987120813,221.57000732421875,702.10596783529184,462.19000244140625,136.87407675570151,131.241285921605,,,5513,,SC,Allendale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC,Darlington,0,35822,294.68577917360528,225.67999267578125,653.82874707796043,450.489990234375,138.14775425081044,129.98186670684,,,35822,,SC,Darlington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC,Kershaw,0,35826,297.4168362544554,230.69999694824219,673.91222472588265,468.510009765625,135.68818360771186,130.445117486892,,,35826,,SC,Kershaw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC,Marion,0,19050,293.3067459669137,230.88999938964844,649.5804729469678,456.260009765625,142.69903931769053,135.166621213507,,,19050,,SC,Marion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC,Colleton,0,21031,284.04384521882326,227.78999328613281,665.5286646442953,485.8599853515625,134.9307767618858,131.762661426761,,,21031,,SC,Colleton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC,Sumter,0,47838,297.9040628959167,232.71000671386719,664.38138499272486,465.3599853515625,123.46561446327142,117.867648359658,,,47838,,SC,Sumter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC,Greenwood,0,31234,349.31817807248666,259.35000610351562,791.33445600160428,522.1300048828125,141.83928816123088,135.472231589565,,,31234,,SC,Greenwood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC,Pickens,0,56109,328.40292279817072,256.67999267578125,729.94869515456844,503.8900146484375,160.00371866989906,148.510312151617,,,56109,,SC,Pickens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC,Florence,0,62879,308.95555360613855,230.05999755859375,701.46087264620314,462.44000244140625,127.32801202710273,118.839077918692,,,62879,,SC,Florence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC,Abbeville,0,15398,291.23371457167912,238.64999389648438,638.45199854031125,472.10000610351562,142.99424844547084,136.108985722264,,,15398,,SC,Abbeville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC,Aiken,0,85358,301.77674867773959,235.97999572753906,661.08821459235958,461.42001342773438,130.12329563474748,124.797983022837,,,85358,,SC,Aiken,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC,Fairfield,0,13768,304.56853199988706,245,671.51207552851088,480.8900146484375,148.82086426269581,144.020431127304,,,13768,,SC,Fairfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC,Oconee,0,45936,317.71486260668,226.97999572753906,759.69295284479017,475.30999755859375,147.19203707870932,133.093418219151,,,45936,,SC,Oconee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC,Bamberg,0,7156,290.24231116821011,226.27999877929688,678.3253865932337,483.55999755859375,131.80480451705048,128.130602544234,,,7156,,SC,Bamberg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC,Calhoun,0,10584,284.69541745129965,219.52000427246094,646.94356091817235,440.239990234375,134.93416220764078,128.363991081382,,,10584,,SC,Calhoun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC,Williamsburg,0,20858,283.909419280866,226.21000671386719,646.72117143743094,462.77999877929688,138.65319291915631,133.988226134642,,,20858,,SC,Williamsburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC,Newberry,0,25431,330.19222164975304,263.8599853515625,712.74689040312069,510.45001220703125,156.06843731605392,150.477828452154,,,25431,,SC,Newberry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD,Todd,0,8244,542.52938786159166,382.82998657226562,1092.3504407770249,610.8599853515625,319.18263850794267,278.412917869678,0,0,8244,,SD,Todd,0,0,0,592,0,0,0,0,0,0,0,0,0,0,0,0,592,0,0,0,0,0,592,0,0,196,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD,Codington,0,18135,689.69638469092331,462.72000122070312,1307.491669563711,719.42999267578125,303.700987048946,280.946726923404,0,0,18135,,SD,Codington,0,0,0,12556,0,0,0,0,0,0,0,0,0,0,0,0,12556,0,0,0,0,0,12556,0,11,467,11016,1062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD,Sully,0,3399,630.67676324555339,364.17001342773438,1292.0246705271004,595.0999755859375,313.44040032481979,281.415256393926,0.85693950177935974,0,3399,,SD,Sully,0,0,0,1405,0,0,0,1,0,0,0,0,0,0,0,0,1405,0,0,0,0,0,1405,0,0,685,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD,Yankton,0,28464,697.95147864238311,456.739990234375,1462.235493581841,758.3499755859375,330.10582243868112,277.694241901172,0.15354494215366363,0,28464,,SD,Yankton,0,0,0,16855,0,0,0,0,0,2,0,0,0,0,0,0,16855,0,0,0,0,0,16855,0,4,2576,14205,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD,Douglas,0,10349,502.18574558427241,379.33999633789062,951.71135343986009,647.92999267578125,292.66844046464962,261.599213633117,0,0,10349,,SD,Douglas,0,0,0,2820,0,0,0,0,0,0,0,0,0,0,0,0,2820,0,0,0,0,0,2820,0,0,493,2323,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD,Turner,0,12143,648.87704013735583,478.51998901367188,1289.4497466936721,794.8599853515625,364.27848722919475,316.48264002295,1279.5855837966633,1284,12143,,SD,Turner,0,0,0,5036,0,0,0,474,1234,1711,0,0,0,0,0,0,5036,0,0,0,0,0,5036,0,92,608,4336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD,Clay,0,8296,699.09269874741983,484.6199951171875,1490.215076034071,831.59002685546875,369.83779499488332,307.962613211029,69.192145015105737,0,8296,,SD,Clay,0,0,0,4965,0,0,0,25,28,51,0,0,0,0,0,0,4965,0,0,0,0,0,4965,0,49,728,4188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD,Bon_Homme,0,17815,537.91975575376694,406.79000854492188,1031.0844107048383,677.3599853515625,321.12798799039848,281.573799873275,0,0,17815,,SD,Bon_Homme,0,0,0,5871,0,0,0,0,0,0,0,0,0,0,0,0,5871,0,0,0,0,0,5871,0,0,2883,2988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD,Charles_Mix,0,11643,528.29939945872627,380.45999145507812,1039.03378242264,635.1099853515625,311.74552059361173,268.517217017336,0,0,11643,,SD,Charles_Mix,0,0,0,3611,0,0,0,0,0,0,0,0,0,0,0,0,3611,0,0,0,0,0,3611,0,3,898,2710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD,Deuel,0,6723,766.61177454756478,557.22998046875,1568.5191755928884,961.260009765625,394.56436746964505,330.9756556142,0,0,6723,,SD,Deuel,0,0,0,3199,0,0,0,0,0,0,0,0,0,0,0,0,3199,0,0,0,0,0,3199,0,2,255,2942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD,Meade,0,17259,774.019799455996,467.6300048828125,1667.746051723348,800.40997314453125,330.6124604497187,276.609207612615,0.35922890453653472,0,17259,,SD,Meade,0,0,2332,4015,0,0,0,0,1,1,0,0,0,0,0,0,8663,0,0,0,0,0,8663,0,0,1669,6992,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD,Oglala_Lakota,0,5628,553.61961821147372,422.54000854492188,1116.4550904820978,711.83001708984375,376.96053733940363,318.621875027217,0,0,5628,,SD,Oglala_Lakota,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,31,0,0,11,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD,Lyman,0,5757,561.991249657141,360.94000244140625,1135.9655625762596,595.83001708984375,333.45218506721881,285.448057653115,0,0,5757,,SD,Lyman,0,0,0,1681,0,0,0,0,0,0,0,0,0,0,0,0,1681,0,0,0,0,0,1681,0,0,272,1409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
